603	331
604	276
605	290
606	314
607	244
608	275
609	222
610	249
611	256
612	288
613	225
614	208
615	243
616	244
617	247
618	220
619	225
620	253
621	220
622	204
623	222
624	194
625	189
626	164
627	159
628	148
629	192
630	186
631	178
632	157
633	163
634	169
635	180
636	171
637	148
638	150
639	165
640	132
641	164
642	129
643	115
644	125
645	136
646	150
647	116
648	103
649	113
650	115
651	81
652	106
653	123
654	114
655	104
656	115
657	89
658	115
659	85
660	104
661	91
662	92
663	122
664	97
665	115
666	96
667	88
668	73
669	88
670	60
671	92
672	101
673	97
674	81
675	56
676	74
677	84
678	84
679	52
680	86
681	53
682	60
683	61
684	71
685	61
686	80
687	81
688	76
689	81
690	52
691	53
692	46
693	52
694	76
695	67
696	59
697	79
698	69
699	67
700	48
701	67
702	55
703	54
704	52
705	61
706	81
707	76
708	61
709	65
710	43
711	57
712	56
713	51
714	36
715	54
716	42
717	56
718	54
719	38
720	51
721	49
722	43
723	52
724	33
725	48
726	32
727	66
728	48
729	27
730	39
731	43
732	37
733	34
734	42
735	37
736	47
737	52
738	63
739	36
740	22
741	43
742	28
743	30
744	43
745	35
746	67
747	32
748	29
749	19
750	30
751	38
752	19
753	42
754	22
755	33
756	34
757	29
758	22
759	24
760	30
761	40
762	31
763	23
764	44
765	33
766	32
767	21
768	19
769	30
770	54
771	18
772	35
773	33
774	36
775	33
776	14
777	40
778	20
779	28
780	22
781	24
782	23
783	29
784	29
785	44
786	26
787	28
788	43
789	24
790	19
791	13
792	21
793	24
794	20
795	20
796	27
797	19
798	26
799	28
800	21
801	23
802	31
803	9
804	29
805	23
806	24
807	10
808	31
809	31
810	22
811	26
812	22
813	16
814	19
815	17
816	16
817	19
818	13
819	31
820	8
821	18
822	14
823	18
824	23
825	23
826	20
827	23
828	22
829	9
830	12
831	17
832	19
833	15
834	23
835	14
836	15
837	8
838	19
839	20
840	8
841	14
842	15
843	15
844	14
845	26
846	20
847	20
848	17
849	19
850	16
851	14
852	24
853	8
854	18
855	15
856	20
857	12
858	17
859	6
860	7
861	6
862	19
863	6
864	15
865	17
866	17
867	10
868	13
869	12
870	10
871	8
872	17
873	8
874	15
875	6
876	9
877	18
878	12
879	13
880	4
881	13
882	8
883	6
884	6
885	9
886	7
887	11
888	13
889	11
890	13
891	10
892	10
893	14
894	18
895	6
896	11
897	11
898	8
899	4
900	13
901	7
902	14
903	4
904	7
905	10
906	15
907	14
908	14
909	20
910	11
911	6
912	11
913	9
914	5
915	10
916	4
917	8
918	11
919	5
920	14
921	14
922	7
923	7
924	10
925	11
926	5
927	15
928	7
929	7
930	2
931	4
932	8
934	12
935	4
936	5
937	6
938	10
939	9
940	12
941	6
942	4
943	11
944	10
945	5
946	5
947	7
948	5
949	9
950	3
951	4
952	2
953	3
954	16
955	2
956	7
957	6
958	10
959	6
960	2
961	6
962	4
963	5
964	3
965	3
966	5
967	8
968	8
969	4
970	9
971	13
972	2
973	6
974	9
975	3
976	4
977	4
978	10
979	2
980	7
981	8
982	6
983	9
984	4
985	11
986	5
987	5
988	5
989	1
990	5
991	4
992	4
993	4
994	6
995	4
996	6
997	7
998	4
999	2
